Customer ID,recency,frequency,monetary
13598.0,131,4,609.42
13599.0,2,14,5013.96
13600.0,270,1,298.9
13601.0,28,2,491.82
13602.0,17,3,596.28
13604.0,294,1,717.62
13605.0,23,2,522.67
13607.0,38,1,400.3
13608.0,176,1,236.2
13609.0,229,1,167.35
13610.0,23,7,1044.0
13611.0,10,7,2147.73
13612.0,268,1,818.29
13613.0,88,5,1039.8500000000001
13614.0,29,2,748.73
13615.0,35,7,5854.84
13616.0,204,2,288.1
13617.0,44,5,734.57
13619.0,180,2,231.69
13620.0,164,1,112.34
13622.0,332,1,658.95
13623.0,16,5,1818.71
13624.0,24,1,462.08
13625.0,232,1,301.26
13626.0,15,1,449.81
13627.0,124,2,607.43
13628.0,312,1,310.14
13629.0,49,8,5578.5
13632.0,30,3,1526.88
13634.0,10,11,3498.31
13635.0,78,3,1928.1299999999999
13639.0,72,1,312.93
13640.0,247,1,405.0
13641.0,276,5,1016.47
13642.0,68,3,159.92
13643.0,18,7,1637.33
13646.0,35,2,326.25
13647.0,130,4,1393.56
13648.0,36,8,1764.02
13649.0,2,5,1332.28
13650.0,10,4,1451.66
13651.0,17,1,132.65
13652.0,4,3,1475.77
13653.0,123,1,152.2
13654.0,16,5,3600.67
13655.0,10,4,1347.54
13656.0,135,2,699.2
13658.0,19,4,3386.33
13659.0,52,10,3321.68
13660.0,36,1,314.59
13661.0,239,1,325.24
13662.0,21,8,1352.35
13663.0,16,4,1858.04
13665.0,22,3,1711.6599999999999
13666.0,56,2,43.25
13668.0,19,14,6726.35
13669.0,43,1,195.0
13671.0,30,1,194.95
13672.0,366,1,233.53000000000003
13674.0,68,1,240.68
13676.0,175,2,243.9
13677.0,40,2,556.1899999999999
13679.0,129,3,281.26
13680.0,107,8,7713.25
13683.0,93,1,258.6
13684.0,26,3,529.75
13686.0,16,2,337.04
13687.0,74,1,11880.84
13688.0,271,1,375.5
13689.0,80,1,349.5
13691.0,32,1,212.78
13692.0,44,2,1626.08
13693.0,10,9,2011.82
13694.0,9,94,131443.19
13695.0,213,1,266.6
13696.0,57,3,2020.4
13698.0,232,2,465.53000000000003
13699.0,186,1,455.57
13700.0,53,3,348.34
13701.0,82,1,161.0
13702.0,81,1,135.18
13703.0,51,1,326.06
13705.0,9,5,1323.47
13706.0,262,1,300.38
13707.0,65,3,2559.45
13709.0,82,5,1263.7
13710.0,59,2,329.04
13711.0,42,7,1540.2
13712.0,246,1,537.58
13713.0,44,3,743.26
13714.0,101,1,161.35
13715.0,8,13,7403.95
13717.0,93,2,318.29
13719.0,29,6,1773.57
13721.0,31,1,217.39999999999998
13722.0,56,7,3260.0
13723.0,28,5,1009.35
13724.0,273,1,213.01
13727.0,247,6,746.57
13728.0,23,10,1839.03
13729.0,71,3,724.73
13733.0,46,2,487.03000000000003
13734.0,144,4,6701.640000000001
13735.0,12,9,6927.9800000000005
13736.0,61,5,2034.31
13738.0,32,1,440.93
13739.0,163,1,75.3
13740.0,51,4,1247.02
13745.0,182,1,477.32
13746.0,49,1,176.69
13747.0,9,2,169.79999999999998
13748.0,9,5,1320.1
13750.0,16,6,1954.92
13752.0,163,1,404.45000000000005
13753.0,234,3,1353.31
13754.0,73,1,164.45000000000002
13756.0,3,10,4017.9800000000005
13757.0,310,1,195.55
13758.0,2,10,6226.43
13760.0,40,3,1076.85
13761.0,138,4,881.52
13762.0,229,4,2165.76
13763.0,53,2,3502.48
13764.0,205,3,1431.5
13765.0,289,1,352.821
13766.0,131,1,190.35
13767.0,5,39,18320.170000000002
13768.0,362,2,875.97
13769.0,3,11,3003.9100000000003
13770.0,58,4,785.37
13771.0,169,5,3094.37
13772.0,36,5,1982.09
13773.0,32,2,301.54
13775.0,226,1,1049.66
13776.0,64,2,623.98
13777.0,2,37,30501.260000000002
13778.0,127,3,945.79
13779.0,151,1,161.13
13780.0,43,1,375.81
13781.0,228,2,650.99
13782.0,89,7,881.72
13783.0,123,4,1542.09
13784.0,70,3,447.44
13785.0,64,4,542.49
13786.0,3,6,3128.54
13787.0,94,4,913.46
13788.0,141,1,3.75
13789.0,24,1,239.45999999999998
13792.0,58,1,188.4
13793.0,282,1,96.0
13794.0,182,1,126.03
13795.0,24,4,836.3
13796.0,135,1,289.7
13797.0,72,3,1179.45
13798.0,8,54,38683.02
13799.0,80,7,2114.71
13800.0,66,2,1121.24
13802.0,10,16,21659.69
13803.0,67,2,1061.84
13804.0,71,2,572.73
13807.0,3,3,422.2
13809.0,30,2,524.65
13813.0,163,4,1398.61
13814.0,163,1,678.2
13815.0,42,4,3448.38
13818.0,65,1,61.28
13819.0,305,3,1502.0
13820.0,54,3,660.65
13821.0,29,4,1025.09
13823.0,16,5,2445.79
13824.0,15,7,1615.82
13825.0,257,2,255.59
13829.0,57,1,102.0
13830.0,217,1,156.85000000000002
13831.0,5,13,4820.59
13832.0,58,1,561.49
13833.0,40,1,316.56
13834.0,212,2,324.19
13835.0,155,3,260.7
13836.0,35,2,620.37
13838.0,5,7,1274.3600000000001
13839.0,122,1,139.95000000000002
13840.0,52,1,651.4
13842.0,2,10,2244.29
13843.0,17,1,319.75
13846.0,35,1,442.73
13847.0,355,1,310.72
13848.0,2,6,2080.0
13849.0,33,3,1931.35
13851.0,15,5,1955.0
13852.0,246,1,187.35000000000002
13854.0,1,15,4144.44
13855.0,136,4,1310.3400000000001
13856.0,99,8,753.53
13857.0,29,6,1001.01
13859.0,165,1,314.7
13861.0,65,2,273.26
13862.0,25,1,346.73
13863.0,101,3,933.77
13864.0,22,1,662.4000000000001
13869.0,17,6,5006.62
13870.0,23,7,2941.14
13871.0,64,4,1482.6
13872.0,163,3,919.57
13873.0,19,5,649.32
13874.0,140,6,1508.7
13875.0,23,9,3027.58
13877.0,106,2,332.44
13878.0,183,3,1191.53
13879.0,281,1,395.5
13880.0,3,5,1171.89
13881.0,11,23,28019.58
13883.0,39,10,3885.54
13884.0,12,5,1100.88
13888.0,40,5,1563.42
13889.0,18,5,1574.3300000000002
13890.0,10,4,1043.57
13891.0,14,3,863.5600000000001
13892.0,113,2,634.68
13895.0,151,2,1415.45
13896.0,261,1,388.55
13897.0,74,2,849.56
13898.0,47,1,530.47
13900.0,25,3,869.64
13901.0,10,10,2809.14
13902.0,268,5,34095.26
13903.0,36,1,165.45000000000002
13905.0,368,1,312.65
13906.0,45,1,42.0
13907.0,327,1,136.8
13909.0,59,2,286.6
13911.0,15,11,1654.08
13912.0,59,1,124.95
13913.0,142,1,42.22
13915.0,30,1,70.80000000000001
13916.0,99,4,1275.81
13919.0,60,2,975.87
13920.0,67,4,1774.68
13921.0,38,4,730.7
13922.0,73,2,692.95
13927.0,73,1,359.27
13929.0,52,9,2651.45
13931.0,28,9,4019.85
13935.0,232,3,6116.92
13936.0,18,2,563.08
13937.0,38,1,721.28
13939.0,67,4,992.41
13941.0,8,11,6009.34
13942.0,170,1,320.0
13943.0,213,1,246.54
13944.0,289,1,200.43
13945.0,30,2,854.15
13946.0,12,3,1314.66
13948.0,47,3,446.76
13952.0,16,12,9572.45
13953.0,45,5,3125.0
13955.0,11,1,222.21
13957.0,53,3,458.25
13958.0,15,8,4709.2300000000005
13959.0,35,3,477.98
13961.0,28,1,538.4
13962.0,71,1,193.25
13963.0,3,14,2347.33
13964.0,23,2,438.9
13965.0,112,3,996.61
13966.0,71,1,390.86
13967.0,32,1,85.6
13968.0,59,1,123.66
13969.0,1,18,4311.93
13970.0,22,2,846.55
13971.0,59,6,1909.31
13974.0,218,1,264.13
13975.0,29,6,2832.56
13976.0,142,3,834.38
13977.0,47,1,519.8100000000001
13979.0,29,6,2546.36
13980.0,75,4,599.78
13981.0,51,1,331.14
13982.0,1,6,2573.7799999999997
13983.0,2,10,4505.02
13984.0,2,8,1128.09
13985.0,10,7,2960.73
13987.0,15,2,682.54
13988.0,19,2,609.84
13989.0,100,3,759.98
13992.0,16,2,142.7
13993.0,15,10,3309.35
13995.0,15,9,2508.32
13996.0,22,2,895.76
13997.0,155,3,382.31
13998.0,82,3,566.7
13999.0,10,17,5600.45
14000.0,50,4,1410.68
14001.0,9,7,2487.01
14003.0,368,1,209.41
14004.0,29,4,1675.81
14006.0,164,4,1234.48
14007.0,148,1,79.48
14008.0,68,1,509.04
14009.0,98,1,404.3
14010.0,201,2,445.15
14011.0,116,2,457.82
14013.0,16,2,611.5500000000001
14014.0,12,2,1443.03
14016.0,32,7,7062.2
14017.0,207,1,229.75
14018.0,281,1,367.15000000000003
14020.0,112,2,606.21
14021.0,10,4,1084.68
14022.0,122,1,352.15000000000003
14024.0,26,1,318.04
14025.0,100,8,4057.9
14026.0,106,2,713.11
14028.0,186,3,10396.5
14030.0,2,14,5902.2
14031.0,1,27,23712.31
14032.0,2,6,1874.68
14033.0,191,1,109.44
14035.0,42,4,1428.7
14037.0,114,4,689.75
14038.0,33,2,1509.5
14039.0,211,1,115.08000000000001
14040.0,22,23,9030.65
14042.0,361,1,431.98
14043.0,127,2,304.25
14044.0,54,6,2470.28
14045.0,9,13,9653.279999999999
14047.0,8,10,2946.42
14048.0,18,2,338.76
14049.0,23,9,7557.3099999999995
14051.0,2,15,6823.610000000001
14052.0,26,1,255.45
14053.0,33,2,312.05
14055.0,213,2,795.3199999999999
14057.0,17,5,2190.88
14058.0,98,2,469.19
14060.0,2,13,3378.66
14061.0,143,3,917.4300000000001
14062.0,10,12,15139.35
14063.0,74,9,22710.2
14064.0,66,10,1978.68
14065.0,25,3,891.02
14068.0,239,3,1262.52
14069.0,150,2,230.06
14070.0,320,1,326.55
14072.0,302,1,390.85
14074.0,259,1,219.39999999999998
14075.0,39,3,792.61
14077.0,31,1,115.66
14078.0,9,4,643.26
14079.0,318,1,243.63
14080.0,49,4,1070.08
14081.0,5,9,4435.58
14082.0,28,1,231.10999999999999
14083.0,7,3,388.83
14084.0,148,1,150.5
14085.0,4,16,5656.43
14086.0,98,1,39.95
14087.0,40,2,651.8
14088.0,42,3,13544.99
14091.0,290,2,9530.08
14092.0,10,10,3152.54
14094.0,75,1,335.22
14095.0,358,1,2.95
14097.0,117,2,422.85999999999996
14099.0,11,9,2661.54
14101.0,24,7,3985.14
14104.0,25,3,555.37
14105.0,44,4,4722.6
14106.0,373,1,214.79999999999998
14107.0,84,4,2174.07
14108.0,367,2,447.05
14110.0,71,21,7304.8
14112.0,87,6,2919.44
14113.0,11,12,5252.1900000000005
14114.0,31,5,977.5600000000001
14115.0,137,2,622.6700000000001
14118.0,64,1,458.45
14119.0,11,2,183.37
14122.0,42,3,362.42
14123.0,369,1,436.18
14126.0,80,1,466.33000000000004
14127.0,16,3,1190.3700000000001
14128.0,187,1,286.71
14129.0,35,4,1467.48
14130.0,11,3,1398.81
14131.0,284,1,187.87
14133.0,369,1,305.5
14134.0,18,15,11123.35
14135.0,3,11,4953.61
14136.0,36,5,1570.81
14137.0,331,1,332.7
14139.0,126,3,670.98
14142.0,9,2,671.34
14144.0,122,1,30.599999999999998
14145.0,95,3,3857.85
14146.0,19,7,5259.3
14147.0,24,7,2106.8
14148.0,50,1,309.09000000000003
14151.0,309,2,679.45
14152.0,23,5,1376.05
14153.0,119,1,233.4
14154.0,17,6,5115.08
14156.0,7,102,196566.74
14157.0,25,3,569.9
14159.0,15,9,3245.0
14160.0,246,7,8421.47
14161.0,5,5,2208.36
14163.0,98,1,148.71
14166.0,141,2,256.85
14167.0,100,4,721.65
14168.0,56,2,370.45
14169.0,66,2,624.4300000000001
14170.0,11,3,597.33
14171.0,366,1,135.0
14172.0,241,3,402.72
14173.0,277,2,135.16
14175.0,54,5,4456.58
14176.0,3,2,339.11
14177.0,17,9,1669.93
14180.0,8,9,1570.73
14181.0,46,2,310.55
14182.0,79,4,678.77
14183.0,47,2,286.29
14186.0,63,5,1550.63
14187.0,109,1,123.5
14189.0,4,2,1160.31
14190.0,302,1,79.9
14191.0,30,2,132.9
14192.0,24,1,293.74
14193.0,32,1,356.8
14194.0,28,15,7321.07
14195.0,75,4,1603.6
14197.0,46,1,390.05
14198.0,36,5,868.33
14199.0,59,3,906.3
14200.0,253,1,379.2
14201.0,45,3,446.1
14202.0,17,3,847.76
14203.0,33,1,339.34
14204.0,58,3,901.9300000000001
14205.0,30,7,1947.5
14206.0,24,2,856.85
14207.0,323,1,157.8
14208.0,187,1,415.31
14209.0,21,9,2919.84
14210.0,7,11,3955.6800000000003
14211.0,47,9,2161.19
14212.0,81,1,1119.6599999999999
14213.0,40,1,1192.2
14215.0,4,4,1626.61
14216.0,50,1,310.74
14217.0,2,7,1411.91
14219.0,45,2,543.89
14220.0,203,2,882.5999999999999
14221.0,85,8,3084.69
14224.0,26,5,847.78
14225.0,70,4,2037.02
14226.0,77,1,770.34
14227.0,50,5,3017.75
14228.0,73,3,745.5
14229.0,39,4,1046.84
14230.0,71,3,979.8000000000001
14231.0,86,1,309.91
14233.0,101,3,1441.55
14235.0,134,4,1573.1299999999999
14236.0,8,4,1253.78
14237.0,9,2,471.14
14238.0,298,2,287.38
14239.0,67,10,1882.3200000000002
14240.0,59,1,357.15
14241.0,332,1,120.0
14243.0,1,8,4842.28
14244.0,296,1,366.41999999999996
14247.0,40,4,635.89
14248.0,95,2,730.37
14249.0,46,12,5625.461
14252.0,17,1,350.99
14253.0,129,2,363.40000000000003
14254.0,68,1,601.03
14255.0,182,1,1000.63
14256.0,127,3,1504.93
14257.0,16,4,2854.73
14258.0,31,16,19381.36
14260.0,107,3,824.28
14263.0,59,1,322.93
14264.0,15,4,1183.39
14265.0,100,2,843.17
14266.0,64,1,40.56
14268.0,106,1,354.85
14269.0,75,1,295.73
14271.0,45,1,106.81
14272.0,198,2,482.85
14274.0,322,1,256.6
14275.0,31,6,1189.3799999999999
14276.0,43,4,982.94
14277.0,47,6,13009.61
14278.0,45,1,205.83
14279.0,156,2,191.86
14281.0,44,1,245.15
14282.0,3,11,4120.32
14283.0,99,4,628.4399999999999
14284.0,289,1,704.4
14285.0,149,4,1374.41
14286.0,40,4,3851.0099999999998
14290.0,49,3,2201.91
14291.0,16,12,4020.85
14292.0,46,7,4354.32
14293.0,4,6,2221.37
14294.0,43,1,375.34
14295.0,74,4,2196.71
14296.0,57,2,456.40000000000003
14298.0,11,38,39667.19
14299.0,1,19,10533.87
14301.0,52,3,1352.04
14302.0,66,3,742.9000000000001
14303.0,43,2,277.94
14304.0,15,2,1341.56
14306.0,14,4,1058.0800000000002
14307.0,9,5,2075.31
14308.0,185,2,1147.02
14309.0,49,2,1428.28
14310.0,68,1,492.1
14311.0,203,1,206.19
14312.0,14,5,1478.7
14314.0,66,1,109.80000000000001
14315.0,200,2,716.69
14316.0,58,5,1370.34
14318.0,96,1,158.02
14319.0,60,1,494.85
14320.0,182,3,868.96
14321.0,67,2,687.3100000000001
14322.0,65,4,474.1
14324.0,45,2,701.61
14325.0,205,1,245.48000000000002
14326.0,99,2,757.13
14327.0,18,5,1583.28
14328.0,74,1,445.05
14329.0,11,8,4912.38
14330.0,259,1,200.63
14332.0,17,2,1077.2
14334.0,61,4,1766.27
14338.0,172,1,339.88
14339.0,64,1,310.75
14341.0,56,10,2285.04
14342.0,68,2,249.88
14343.0,57,4,1088.91
14344.0,3,14,2443.77
14346.0,61,3,1294.17
14347.0,372,1,82.6
14350.0,16,2,689.1
14353.0,46,2,285.9
14355.0,1,3,840.0500000000001
14358.0,25,2,400.06
14361.0,214,1,214.70999999999998
14363.0,38,2,227.47000000000003
14365.0,30,2,634.68
14366.0,161,1,136.0
14369.0,278,2,469.13
14370.0,86,6,1175.78
14372.0,79,2,860.08
14374.0,177,1,108.0
14375.0,86,2,875.31
14376.0,319,1,215.46
14378.0,257,1,131.25
14379.0,29,2,920.81
14380.0,318,1,48.96
14381.0,87,1,428.65999999999997
14382.0,26,1,620.73
14384.0,136,1,58.5
14388.0,8,9,3488.16
14389.0,60,3,854.55
14390.0,8,5,1747.01
14391.0,212,1,135.6
14392.0,68,1,266.4
14394.0,200,1,93.8
14395.0,8,12,4700.3
14396.0,7,6,1633.94
14398.0,37,2,707.79
14399.0,30,8,2113.16
14400.0,44,2,1157.77
14401.0,60,9,2744.42
14402.0,288,1,285.6
14403.0,225,2,404.7
14404.0,5,8,1424.79
14405.0,22,1,195.0
14408.0,107,4,1503.2400000000002
14409.0,4,5,1696.64
14410.0,12,2,1546.07
14412.0,60,1,656.16
14413.0,46,3,647.67
14414.0,10,1,902.35
14415.0,15,10,6191.32
14417.0,23,1,604.2
14419.0,18,1,202.85
14420.0,32,3,1251.65
14421.0,148,4,1656.26
14422.0,10,13,6007.88
14423.0,73,2,651.41
14425.0,70,3,661.39
14426.0,39,7,7246.27
14427.0,130,2,900.1800000000001
14429.0,39,1,516.28
14430.0,147,3,1220.9
14431.0,15,3,2143.84
14433.0,101,1,289.6
14435.0,137,1,90.42
14436.0,189,1,182.64000000000001
14437.0,1,5,895.84
14439.0,79,4,6781.8
14440.0,1,9,4281.05
14441.0,10,7,2898.8
14442.0,50,5,3777.2
14443.0,4,2,966.27
14444.0,92,1,132.04
14445.0,91,1,221.65
14446.0,22,1,201.73
14447.0,36,1,548.5
14449.0,8,5,1575.7
14450.0,15,4,645.19
14451.0,25,10,2646.18
14452.0,31,2,401.15
14454.0,12,5,977.3
14455.0,68,4,628.21
14458.0,16,1,237.42
14459.0,287,1,3537.821
14460.0,32,6,659.16
14461.0,18,10,4610.44
14462.0,68,1,265.99
14463.0,135,1,256.95
14464.0,204,2,111.0
14465.0,64,8,2887.4100000000003
14466.0,8,7,2374.5
14467.0,25,8,1622.23
14468.0,369,1,204.24
14469.0,52,4,2112.21
14470.0,66,1,250.85
14471.0,227,2,400.95
14472.0,325,1,291.38
14474.0,215,1,730.42
14475.0,44,1,225.3
14477.0,72,3,660.0
14478.0,18,4,1276.66
14479.0,1,3,982.86
14480.0,38,3,1020.47
14481.0,43,3,1674.98
14482.0,15,6,2289.76
14483.0,372,1,120.0
14484.0,37,3,749.0600000000001
14486.0,147,2,175.5
14487.0,4,2,257.28000000000003
14489.0,73,3,1111.55
14490.0,42,2,1273.47
14491.0,8,1,127.2
14492.0,66,7,1921.91
14493.0,26,5,2746.91
14494.0,37,2,261.9
14495.0,295,1,51.0
14496.0,9,6,2129.42
14497.0,309,1,221.69
14498.0,37,5,1953.95
14499.0,10,4,1323.65
14505.0,40,11,6096.2
14506.0,5,3,1278.5
14507.0,14,5,1901.25
14508.0,12,3,598.52
14509.0,170,1,110.95
14510.0,11,3,1007.28
14512.0,19,5,948.19
14513.0,72,3,332.42
14514.0,72,6,3543.63
14515.0,23,6,1647.17
14516.0,152,1,163.92
14519.0,319,2,206.09
14521.0,127,1,199.45000000000002
14522.0,231,4,784.08
14524.0,45,4,1066.03
14525.0,64,8,3908.44
14526.0,25,1,262.4
14527.0,1,69,19283.48
14530.0,32,10,3271.4900000000002
14531.0,115,1,376.34
14532.0,47,7,2926.33
14533.0,43,4,1516.65
14534.0,33,8,1824.06
14535.0,31,6,3166.54
14537.0,259,1,285.84000000000003
14538.0,166,3,982.59
14540.0,15,8,2799.08
14541.0,52,6,1038.03
14543.0,16,23,11276.44
14544.0,106,1,957.98
14545.0,310,1,349.25
14546.0,12,6,2619.81
14548.0,120,7,1974.69
14549.0,56,3,627.3100000000001
14550.0,24,2,587.69
14551.0,47,5,693.81
14552.0,16,2,346.21
14553.0,47,4,982.27
14555.0,17,4,1991.49
14556.0,232,3,835.34
14558.0,290,3,655.5
14559.0,26,1,75.6
14560.0,15,22,3876.2599999999998
14562.0,26,8,1654.63
14563.0,145,2,679.44
14564.0,70,2,2605.62
14565.0,109,1,760.1
14566.0,53,3,2660.0
14568.0,71,1,919.7
14569.0,88,3,371.59
14570.0,79,1,395.69
14571.0,61,1,161.65
14572.0,53,4,2782.34
14573.0,8,5,968.0
14574.0,368,1,143.70000000000002
14575.0,124,1,460.71
14576.0,8,1,35.400000000000006
14577.0,30,3,514.54
14579.0,68,1,105.56
14580.0,154,1,14.850000000000001
14581.0,180,1,295.2
14583.0,19,3,728.48
14584.0,57,4,705.65
14585.0,18,4,986.22
14588.0,214,1,135.39
14589.0,7,1,39.75
14590.0,60,20,3006.62
14593.0,33,9,3094.02
14594.0,9,1,255.0
14595.0,89,2,423.85
14596.0,262,1,229.47
14597.0,15,4,1318.3899999999999
14598.0,205,1,162.07
14599.0,26,2,474.54
14600.0,29,1,471.84000000000003
14602.0,292,1,205.35999999999999
14604.0,269,1,143.85999999999999
14605.0,10,4,937.16
14606.0,2,102,18704.41
14607.0,103,8,7568.13
14608.0,15,7,1567.79
14609.0,26,6,884.64
14610.0,31,2,24.35
14611.0,79,2,604.3299999999999
14612.0,51,1,877.7
14613.0,316,1,76.32000000000001
14614.0,22,1,295.13
14615.0,30,5,951.76
14616.0,21,2,121.7
14617.0,38,2,190.47000000000003
14618.0,12,4,788.88
14619.0,177,1,896.8000000000001
14621.0,147,4,1212.21
14623.0,16,5,1170.33
14624.0,51,4,588.22
14625.0,10,9,3598.25
14626.0,31,7,2619.65
14627.0,15,1,462.75
14628.0,78,3,1326.04
14630.0,120,1,338.65
14631.0,22,3,1018.71
14634.0,73,4,2124.46
14635.0,89,1,215.22
14637.0,313,1,106.67999999999999
14639.0,44,3,1994.47
14640.0,45,4,1541.98
14643.0,253,3,986.08
14644.0,50,5,1416.96
14645.0,270,1,279.8
14646.0,10,78,248396.5
14647.0,159,1,276.75
14648.0,52,15,4546.86
14649.0,18,5,2358.02
14650.0,224,1,62.5
14651.0,30,7,1379.52
14653.0,149,5,1666.99
14654.0,374,1,246.86
14655.0,24,3,1946.28
14656.0,51,3,523.6
14657.0,65,2,612.65
14662.0,63,3,645.16
14663.0,66,2,490.6
14665.0,63,2,913.95
14667.0,1,31,12685.94
14668.0,81,1,111.63
14669.0,269,4,1973.94
14670.0,368,1,190.47
14671.0,185,2,1127.45
14672.0,151,2,347.59
14673.0,3,3,1674.41
14674.0,145,1,173.66
14675.0,24,1,462.15
14676.0,30,6,5808.55
14677.0,228,1,184.91
14678.0,215,1,403.39
14679.0,17,3,1289.44
14680.0,7,43,28658.66
14681.0,23,3,376.20000000000005
14682.0,64,4,1462.81
14683.0,224,1,146.56
14684.0,26,1,232.27
14685.0,212,8,4619.79
14686.0,50,5,885.83
14687.0,36,2,773.6800000000001
14688.0,9,8,2082.7
14690.0,28,2,422.63
14692.0,16,8,1153.54
14693.0,61,6,992.46
14694.0,253,1,244.31
14695.0,155,3,1620.07
14696.0,9,2,688.95
14699.0,71,3,593.47
14700.0,51,2,880.96
14701.0,78,6,2012.72
14702.0,1,13,3462.08
14704.0,60,2,266.66
14706.0,254,1,390.69
14707.0,71,2,139.2
14708.0,4,3,1085.91
14709.0,15,12,3965.29
14710.0,15,9,1316.46
14712.0,54,1,411.0
14713.0,1,11,2752.5099999999998
14714.0,43,3,746.05
14715.0,78,4,973.0699999999999
14716.0,80,1,235.77
14717.0,369,1,81.3
14718.0,46,1,226.42
14721.0,15,1,115.77
14722.0,113,2,325.45
14723.0,7,7,934.76
14724.0,226,1,345.25
14725.0,30,3,597.16
14726.0,290,1,124.75
14727.0,182,2,199.35
14728.0,49,1,190.58
14729.0,9,3,593.89
14732.0,28,11,2814.58
14733.0,3,4,6599.06
14734.0,61,4,1056.42
14735.0,24,24,6174.47
14736.0,121,2,401.08
14737.0,36,1,2389.62
14738.0,196,2,507.45
14739.0,3,19,8385.22
14740.0,45,8,2712.85
14741.0,8,2,497.25
14742.0,71,1,579.85
14743.0,228,1,50.48
14744.0,2,8,2785.1
14745.0,137,7,1351.55
14746.0,42,4,593.5
14748.0,4,7,1736.57
14749.0,115,1,310.15
14750.0,372,1,112.03
14751.0,320,2,126.45
14753.0,96,1,306.36
14754.0,61,4,912.4300000000001
14755.0,17,14,4962.27
